site_id,site_name,operator,year,metric,value,unit,source_url,source_table,note
meta_fleet,Meta global data center fleet,Meta,2022,wue,0.2,L/kWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, Water Usage Effectiveness (WUE) - annual fleet-wide",Fleet-wide annual WUE = water withdrawal (L) / IT electricity (kWh). Not site-specific.
meta_fleet,Meta global data center fleet,Meta,2023,wue,0.18,L/kWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, Water Usage Effectiveness (WUE) - annual fleet-wide",Fleet-wide annual WUE = water withdrawal (L) / IT electricity (kWh). Not site-specific.
meta_fleet,Meta global data center fleet,Meta,2024,wue,0.19,L/kWh,https://sustainability.atmeta.com/wp-content/uploads/2025/10/Meta_2025-Environmental-Data-Index.pdf,"2025 Environmental Data Index, Water Usage Effectiveness (WUE) - annual fleet-wide",Fleet-wide annual WUE = water withdrawal (L) / IT electricity (kWh). Not site-specific.
hyperion_la,Meta Richland Parish / Hyperion (LA),Meta,2030,it_capacity_mw,2000,MW,https://datacenters.atmeta.com/richland-parish-data-center/,Meta Data Centers - Richland Parish Data Center page,"Meta: 'over two gigawatts of compute capacity'; press (Yahoo/DCD, Jul 2026) says on track for 2 GW by 2030. Announced capacity, not measured. No electricity or water reported yet; site absent from the 2025 Environmental Data Index (2024 data)."
hyperion_la,Meta Richland Parish / Hyperion (LA),Meta,,it_capacity_mw,5000,MW,https://datacenters.atmeta.com/richland-parish-data-center/,Meta Data Centers - Richland Parish Data Center page,"Meta: '5 gigawatts of compute capacity' at full build-out (announced Jul 2026, >$50B); no date given for 5 GW. Announced capacity, not measured."
google_council_bluffs,Google Council Bluffs (IA),Google,2018,pue,1.12,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2019,pue,1.12,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2020,pue,1.11,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2021,pue,1.12,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2022,pue,1.12,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2023,pue,1.11,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2024,pue,1.11,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2018,pue,1.09,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2019,pue,1.09,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2020,pue,1.09,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2021,pue,1.09,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2022,pue,1.08,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2023,pue,1.08,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2024,pue,1.07,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2018,pue,1.13,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2019,pue,1.11,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2020,pue,1.1,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2021,pue,1.11,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2022,pue,1.1,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2023,pue,1.1,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2024,pue,1.1,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 1st facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2019,pue,1.07,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Energy efficiency (PUE) by campus, 2018-2022",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2020,pue,1.07,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2021,pue,1.06,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2022,pue,1.07,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2023,pue,1.07,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_the_dalles,Google The Dalles (OR),Google,2024,pue,1.06,ratio,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Data center energy efficiency (PUE) by campus, 2020-2024",Annual campus PUE for the 2nd facility at this location (Google reports PUE per campus with >=12 months of stable operation). Trailing-12-month values also published quarterly.
google_council_bluffs,Google Council Bluffs (IA),Google,2022,water_m3,4678767,m3,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Water use by data center location, 2022","Water withdrawal, reported as 1236.0 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 339.9 million gal."
google_council_bluffs,Google Council Bluffs (IA),Google,2022,water_consumption_m3,3392106,m3,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Water use by data center location, 2022","Water consumption (withdrawal minus discharge), reported as 896.1 million US gallons; converted at 3,785.41 m3 per million gal."
google_council_bluffs,Google Council Bluffs (IA),Google,2023,water_m3,5053144,m3,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix: Water use by data center location, 2023","Water withdrawal, reported as 1334.9 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 354.8 million gal."
google_council_bluffs,Google Council Bluffs (IA),Google,2023,water_consumption_m3,3710080,m3,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix: Water use by data center location, 2023","Water consumption (withdrawal minus discharge), reported as 980.1 million US gallons; converted at 3,785.41 m3 per million gal."
google_council_bluffs,Google Council Bluffs (IA),Google,2024,water_m3,5338564,m3,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Water use by data center location, 2024 (also 'Alphabet's Schedule of Water Use by Data Center Location, year ended Dec 31 2024', assured)","Water withdrawal, reported as 1410.3 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 400.1 million gal."
google_council_bluffs,Google Council Bluffs (IA),Google,2024,water_consumption_m3,3824021,m3,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Water use by data center location, 2024 (also 'Alphabet's Schedule of Water Use by Data Center Location, year ended Dec 31 2024', assured)","Water consumption (withdrawal minus discharge), reported as 1010.2 million US gallons; converted at 3,785.41 m3 per million gal."
google_the_dalles,Google The Dalles (OR),Google,2022,water_m3,1333221,m3,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Water use by data center location, 2022","Water withdrawal, reported as 352.2 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 78.0 million gal."
google_the_dalles,Google The Dalles (OR),Google,2022,water_consumption_m3,1037959,m3,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix: Water use by data center location, 2022","Water consumption (withdrawal minus discharge), reported as 274.2 million US gallons; converted at 3,785.41 m3 per million gal."
google_the_dalles,Google The Dalles (OR),Google,2023,water_m3,1452462,m3,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix: Water use by data center location, 2023","Water withdrawal, reported as 383.7 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 81.3 million gal."
google_the_dalles,Google The Dalles (OR),Google,2023,water_consumption_m3,1144708,m3,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix: Water use by data center location, 2023","Water consumption (withdrawal minus discharge), reported as 302.4 million US gallons; converted at 3,785.41 m3 per million gal."
google_the_dalles,Google The Dalles (OR),Google,2024,water_m3,1745453,m3,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Water use by data center location, 2024 (also 'Alphabet's Schedule of Water Use by Data Center Location, year ended Dec 31 2024', assured)","Water withdrawal, reported as 461.1 million US gallons (all potable); converted at 3,785.41 m3 per million gal. Discharge 99.7 million gal."
google_the_dalles,Google The Dalles (OR),Google,2024,water_consumption_m3,1368047,m3,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix: Water use by data center location, 2024 (also 'Alphabet's Schedule of Water Use by Data Center Location, year ended Dec 31 2024', assured)","Water consumption (withdrawal minus discharge), reported as 361.4 million US gallons; converted at 3,785.41 m3 per million gal."
microsoft_americas,Microsoft datacenters - Americas region,Microsoft,2024,pue,1.16,ratio,https://datacenters.microsoft.com/sustainability/efficiency/,Measuring energy and water efficiency for Microsoft datacenters - regional PUE/WUE table,Microsoft fiscal year FY24 (Jul-Jun). Regional (Americas) operational PUE for owned datacenters operational >=12 months; not site-specific. No Wisconsin-specific value exists.
microsoft_americas,Microsoft datacenters - Americas region,Microsoft,2024,wue,0.38,L/kWh,https://datacenters.microsoft.com/sustainability/efficiency/,Measuring energy and water efficiency for Microsoft datacenters - regional PUE/WUE table,"Microsoft fiscal year FY24. Regional (Americas) WUE; global FY24 0.30, FY25 0.27 L/kWh."
microsoft_americas,Microsoft datacenters - Americas region,Microsoft,2025,pue,1.16,ratio,https://datacenters.microsoft.com/sustainability/efficiency/,Measuring energy and water efficiency for Microsoft datacenters - regional PUE/WUE table,Microsoft fiscal year FY25 (Jul-Jun). Regional (Americas) operational PUE for owned datacenters operational >=12 months; not site-specific. No Wisconsin-specific value exists.
microsoft_americas,Microsoft datacenters - Americas region,Microsoft,2025,wue,0.34,L/kWh,https://datacenters.microsoft.com/sustainability/efficiency/,Measuring energy and water efficiency for Microsoft datacenters - regional PUE/WUE table,"Microsoft fiscal year FY25. Regional (Americas) WUE; global FY24 0.30, FY25 0.27 L/kWh."
fairwater_wi,Microsoft Mount Pleasant / Fairwater (WI),Microsoft,2026,water_m3,10599,m3,https://www.wpr.org/news/microsoft-data-centers-8-million-gallons-water-each-year,"WPR 17 Sep 2025, citing City of Racine public records (water utility agreement)","PLANNED peak, not metered: Phase 1 'peak of 234,000 gallons per day or 2.8 million gallons per year'. Racine records obtained via public-records litigation, not an operator report. Year = first operating year (facility fully operational June 2026)."
fairwater_wi,Microsoft Mount Pleasant / Fairwater (WI),Microsoft,,water_m3,31797,m3,https://www.wpr.org/news/microsoft-data-centers-8-million-gallons-water-each-year,"WPR 17 Sep 2025, citing City of Racine public records","PLANNED peak for the full campus (subsequent phases): 702,000 gal/day or 8.4 million gal/yr. Not metered; no year given."
fairwater_wi,Microsoft Mount Pleasant / Fairwater (WI),Microsoft,2027,it_capacity_mw,3300,MW,https://epoch.ai/data-insights/fairwater-power-usage,Epoch AI data insight 'Microsoft's Fairwater data center will use more power than Los Angeles',"SECONDARY ESTIMATE (Epoch AI), not an operator disclosure: ~3.3 GW power draw by late 2027 when a fourth building is operational. Microsoft itself has not published a MW figure for the site; its FY25 per-location table (Table 15 of the 2026 Data Fact Sheet) does not yet include Wisconsin."
nsa_utah,"NSA Utah Data Center (Bluffdale, UT)",US National Security Agency,2013,it_capacity_mw,65,MW,https://archive.sltrib.com/article.php?id=56493868&itype=CMSID,"Salt Lake Tribune, 30 Jun 2013, 'NSA Bluffdale Center won't gobble up Utah's power supply'","Facility power (not IT): 'up to 65,000 kilowatts', '65 megawatts of electricity to run its equipment around the clock'. Article also gives an expected power bill of about $18 million/yr at 2.7-4.3 cents/kWh (Rocky Mountain Power). Design figure from Army Corps planning, not a meter reading."
nsa_utah,"NSA Utah Data Center (Bluffdale, UT)",US National Security Agency,2013,water_m3_peak_month,23470,m3,https://archive.sltrib.com/article.php?id=57866849&itype=CMSID,"Salt Lake Tribune, 26 Apr 2014, monthly Bluffdale water billing records Jan 2012-Nov 2013 (GRAMA release)","PEAK MONTH ONLY (July 2013): 6.2 million gallons. Monthly range in 2013 was 761,000 gal (Feb) to 6.2 M gal (Jul); usage fell in late 2013. Design assumption 1.7 M gal/day (Army Corps), later reduced to 1.2 M gal/day. Not an operator report; city billing records."
nsa_utah,"NSA Utah Data Center (Bluffdale, UT)",US National Security Agency,2014,water_m3_peak_month,24984,m3,https://archive.sltrib.com/article.php?id=2118801&itype=CMSID,"Salt Lake Tribune, 2 Feb 2015, Bluffdale water billing records Jan-Nov 2014","PEAK MONTH ONLY (August 2014): 6.6 million gallons; Jan-Nov 2014 usage above the same months of 2013. Rate $2.05 per 1,000 gal with take-or-pay minimums. Bluffdale city manager (Apr 2014) said typical use is 2-4 M gal/month."
ornl_olcf,ORNL OLCF - Frontier (Bldg 5600),US DOE / Oak Ridge National Laboratory,2022,electricity_mwh,100000,MWh,https://info.ornl.gov/sites/publications/Files/Pub207081.pdf,"ORNL/TM-2023/3218 (Oct 2023), Section 2: Frontier power consumption and PUE, 1 Jan-31 Dec 2022 BAS data","Frontier SYSTEM only (IT + in-rack): 'annual power consumption for Frontier was 1 x 10^8 kWh' (one significant figure). Monthly average 6.5-16.5 MW; idle 0.8 MW; peak 27.9 MW. 2022 was Frontier's first year (online May 2022), so this is a ramp-up year. Excludes Summit and other systems in the same building."
ornl_olcf,ORNL OLCF - Frontier (Bldg 5600),US DOE / Oak Ridge National Laboratory,2022,pue,1.07,ratio,https://info.ornl.gov/sites/publications/Files/Pub207081.pdf,"ORNL/TM-2023/3218, Figure 5(c) monthly PUE","Monthly average PUE 1.04-1.10 (midpoint recorded); cooling-system power 0.4-0.9 MW monthly average. Frontier cooling loop only, not whole-building."
ornl_olcf,ORNL OLCF - Frontier (Bldg 5600),US DOE / Oak Ridge National Laboratory,2023,avg_power_mw,12.2,MW,https://www.nature.com/articles/s41597-024-03913-w,"Scientific Data 11 (2024) 'Energy dataset of Frontier supercomputer for waste heat recovery', 1 Jan-31 Dec 2023","Frontier system average power 12.2 MW (idle 8.5 MW, peak 28.5 MW); cooling accessory average 0.6 MW. Implied 12.2 x 8760 = 106,872 MWh for the system (derived, ~5% of hours missing)."
ornl_olcf,ORNL OLCF - Frontier (Bldg 5600),US DOE / Oak Ridge National Laboratory,2023,pue,1.05,ratio,https://www.nature.com/articles/s41597-024-03913-w,Scientific Data 11 (2024) 'Energy dataset of Frontier supercomputer for waste heat recovery',Average PUE 1.05; >99% of hourly PUE between 1.03 and 1.08. Frontier only.
ornl_olcf,ORNL campus (all facilities),US DOE / Oak Ridge National Laboratory,2024,electricity_mwh_campus_total,564744,MWh,https://info.ornl.gov/sites/publications/Files/Pub225618.pdf,"ORNL 2025 Site Sustainability Plan, Table 3: FY2024 utility consumption and cost","ENTIRE ORNL CAMPUS for federal FY2024 (Oct 2023-Sep 2024), $35.8M. Four HEMSFs (HPC/OLCF, SNS, HFIR, CNMS) take ~66% of campus electricity (Figure 5, bar chart only; no OLCF-specific number printed). Upper bound for the OLCF building."
rainier_in,Amazon AWS New Carlisle / Project Rainier (IN),Amazon Web Services,,it_capacity_mw,2250,MW,https://www.govtech.com/artificial-intelligence/indiana-data-center-could-bring-significant-power-use,"GovTech 23 Apr 2025, citing Indiana Michigan Power filings with the IURC (via Citizens Action Coalition)","Grid capacity at full build-out: '2,250-megawatt capacity' with '90% load factor' per I&M's IURC filings. Facility (not IT) figure; no year given for full build-out. AWS publishes no per-site electricity or water; draw figures are shielded by NDAs."
rainier_in,Amazon AWS New Carlisle / Project Rainier (IN),Amazon Web Services,2025,it_capacity_mw,590,MW,https://measuredai.substack.com/p/aws-new-carlisle-data-center-campus,"MeasuredAI (Substack), 'AWS New Carlisle Data Center Campus', Site and Land / Power sections","SECONDARY: Phase 1 (nine buildings, ~65 MW each) = ~590 MW IT capacity; all nine operational by 2025-26. Phase 1 cooling water permitted discharge 1.58 M gal/day, average ~0.8 M gal/day. Not an operator disclosure."
